"id"	"repo"	"path"	"sha256"	"total"	"passed"	"failed"	"skipped"	"failing_tests"	"first_assertion_or_exception"	"classification"	"classification_source"	"successor_trx"	"reason"
"P04FR0453"	"agent"	"TestResults/a2-key-journal/3AVNN_LEARNPC_2026-09-13_00_56_05.trx"	"DB0C46B8FDC654C094014B9078BD945E1753E7875651C99509B682962FF9AB4E"	"5"	"3"	"2"	"0"	"TagEkyc.CaptureAgent.Tests.Tip88C1C6BA2KeyCustodyTests.Journal_CrashAtomicAndWrongAccountFails; TagEkyc.CaptureAgent.Tests.Tip88C1C6BA2KeyCustodyTests.Journal_BoundsAndForbiddenFields_DoNotReplaceDurableState"	"System.UnauthorizedAccessException : Attempted to perform an unauthorized operation."	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0454"	"agent"	"TestResults/a2-old-cancel-behavior-red/3AVNN_LEARNPC_2026-09-13_10_26_21.trx"	"BAADF8FC18CACBDC7545A622607251A4AF186C760942E1661E56CB19588A554D"	"6"	"0"	"6"	"0"	"TagEkyc.CaptureAgent.Tests.Tip88C1C6BA2HandoffTests.CancellationBeforeAcceptance_DrainsOwnersBeforeCloseCompletes(cancellation: ""caller"", committedBinding: True); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA2HandoffTests.CancellationBeforeAcceptance_DrainsOwnersBeforeCloseCompletes(cancellation: ""close"", committedBinding: False); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA2HandoffTests.CancellationBeforeAcceptance_DrainsOwnersBeforeCloseCompletes(cancellation: ""dispose"", committedBinding: True); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA2HandoffTests.CancellationBeforeAcceptance_DrainsOwnersBeforeCloseCompletes(cancellation: ""close"", committedBinding: True); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA2HandoffTests.CancellationBeforeAcceptance_DrainsOwnersBeforeCloseCompletes(cancellation: ""dispose"", committedBinding: False); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA2HandoffTests.CancellationBeforeAcceptance_DrainsOwnersBeforeCloseCompletes(cancellation: ""caller"", committedBinding: False)"	"Assert.Equal() Failure: Values differ Expected: CaptureRuntimeBindPending { SignFlowLocalSessionRef = synthetic-local, VerificationSessionId = 4efcd598-93bf-48f8-8aff-d5f2c168eaeb, CaptureCapabilityId = 211d66f7-3503-408d-8443-ed5626c65c4e, BindOperationId = 62323aec-a999-423f-97e8-aa314f447779, EnvelopeExpiresAtUtc = 13/09/2026 3:29:20 SA +00:00, SlotDeadlineUtc = 13/09/2026 3:28:20 SA +00:00, Disposition = Pending, HandoffAccepted = False, DelegationAttempted = False, BindingId = , ExecutionExpiresAtUtc = , RuntimeRevision = , InstallationRevision = , CredentialRevision = , CapabilityRevision = } Actual: CaptureRuntimeBindPending { SignFlowLocalSessionRef = synthetic-local, VerificationSessionId = 4efcd598-93bf-48f8-8aff-d5f2c168eaeb, CaptureCapabilityId = 211d66f7-3503-408d-8443-ed5626c65c4e, BindOperationId = 62323aec-a999-423f-97e8-aa314f447779, EnvelopeExpiresAtUtc = 13/09/2026 3:29:20 SA +00:00, SlotDeadlineUtc = 13/09/2026 3:28:20 SA +00:00, Disposition = Terminal, HandoffAccepted = False, DelegationAttempted = False, BindingId = , ExecutionExpiresAtUtc = , RuntimeRevision = , InstallationRevision = , CredentialRevision = , CapabilityRevision = }"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0455"	"agent"	"TestResults/a2-process-fault/3AVNN_LEARNPC_2026-09-13_02_28_31.trx"	"92ADF4B099473C407D26073C4B96D53E819499B537832B66FEE17EC22B26FA49"	"1"	"0"	"1"	"0"	"TagEkyc.CaptureAgent.Tests.Tip88C1C6BA2KeyCustodyTests.ProcessFault_ReopensCngAndRecoversAtomicJournal"	"#< CLIXML <Objs Version=""1.1.0.1"" xmlns=""http://schemas.microsoft.com/powershell/2004/04""><S S=""Error"">Add-Type: _x000D__x000A_</S><S S=""Error"">Line |_x000D__x000A_</S><S S=""Error""> 25 | Add-Type -TypeDefinition $source -ReferencedAssemblies $files_x000D__x000A_</S><S S=""Error""> | ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~_x000D__x000A_</S><S S=""Error""> | error CS1701: Assuming assembly reference 'System.Runtime, Version=8.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' used by 'TagEkyc.CaptureAgent.Client' matches identity 'System.Runtime, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a' of 'System.Runtime', you may need to supply runtime policy_x000D__x000A_</S></Objs>"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0456"	"agent"	"TestResults/a2-receipt-order-red/3AVNN_LEARNPC_2026-09-13_03_03_46.trx"	"D999788EBF79F7A1473C5622728DFA3DAFFC186A0F8BFCD5E836CC0C1A7EDA74"	"1"	"0"	"1"	"0"	"TagEkyc.CaptureAgent.Tests.Tip88C1C6BA2HandoffTests.ReceiptFirstByte_WaitsForDurableAcceptanceAndZeroization"	"Assert.ThrowsAny() Failure: No exception was thrown Expected: typeof(System.OperationCanceledException)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0457"	"agent"	"TestResults/a2-session-format-red/3AVNN_LEARNPC_2026-09-13_10_26_58.trx"	"58370CE28AFCC4631431554283FE3D8B62FBD15D8D449C13ECED59E8AF61EBC1"	"4"	"2"	"2"	"0"	"TagEkyc.CaptureAgent.Tests.Tip88C1C6BA2CompositionTests.SessionObservation_RequiresLowercaseUuidNBeforeHandoffOrDevice(format: ""uppercase-N""); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA2CompositionTests.SessionObservation_RequiresLowercaseUuidNBeforeHandoffOrDevice(format: ""D"")"	"Assert.Throws() Failure: No exception was thrown Expected: typeof(TagEkyc.CaptureAgent.Core.CaptureAgentFlowException)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0458"	"agent"	"TestResults/a3-agent-focused/a3-managed-retention-gate-red.trx"	"783D976F1167A773E4D1C8B4EF6316083F8D28894BCC55C105A021327A18EEFE"	"2"	"0"	"2"	"0"	"TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RetainedOwnershipTests.A3_ManagedRetentionGate_RequiresServerAuthority(rawExportEnabled: False, includeRetainedOwner: True); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RetainedOwnershipTests.A3_ManagedRetentionGate_RequiresServerAuthority(rawExportEnabled: True, includeRetainedOwner: False)"	"Assert.Throws() Failure: No exception was thrown Expected: typeof(TagEkyc.CaptureAgent.Core.CaptureAgentFlowException)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0459"	"agent"	"TestResults/a3-agent-focused/a3-receipt-restart-mode-red.trx"	"053061BA5465B7A99C4065C9DF597A1A723E36884D6F29278B7CE508251E441F"	"1"	"0"	"1"	"0"	"TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RetainedOwnershipTests.A3_ReceiptShapeCannotDowngradeOrReviveExecutionAfterRestart"	"Assert.Throws() Failure: No exception was thrown Expected: typeof(TagEkyc.CaptureAgent.Core.CaptureAgentFlowException)"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0460"	"agent"	"TestResults/a3-agent-focused/a3-resume-pending-fake-receipt-red.trx"	"AC9BBFC13A73C1BE0B0782876664600EED028E00286D237AED91158024682A53"	"1"	"0"	"1"	"0"	"TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RetainedOwnershipTests.A3_RawReceiptDoesNotClaimPendingAsAvailable"	"Assert.Null() Failure: Value is not null Expected: null Actual: CaptureAgentAcceptedSubmission { SubmissionSlot = RawChipDg2Portrait, SubmissionKind = raw_export_source, SubmissionId = 00000000-0000-0000-0000-000000000000 }"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0461"	"agent"	"TestResults/a3-agent-focused/a3-retained-gates-v1.trx"	"A66BFCA326AE582735136AEC5EE081C49DC84600ED3DE3BF274486A647BB66A3"	"15"	"13"	"2"	"0"	"TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RetainedOwnershipTests.A3_ManagedRetentionGate_RequiresServerAuthority(rawExportEnabled: True, includeRetainedOwner: False); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RetainedOwnershipTests.A3_ManagedRetentionGate_RequiresServerAuthority(rawExportEnabled: False, includeRetainedOwner: True)"	"System.NullReferenceException : Object reference not set to an instance of an object."	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0462"	"agent"	"tests/TagEkyc.CaptureAgent.Tests/TestResults/a3-activation-remaining/a3-o-shape-agent-restored.trx"	"178C80526DF084FC8A2E7CB6FA43D9782230CB55A57EBF94C9E1FF1861862978"	"31"	"9"	"22"	"0"	"TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 409, json: ""{\""outcomeCode\"":\""RAW_EXPORT_SOURCE_CLAIM_RESTART""···, expectedOutcome: ""RAW_EXPORT_SOURCE_CLAIM_RESTART_REQUIRED"", expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 409, json: ""{\""outcomeCode\"":\""RECAPTURE_REQUIRED\""}"", expectedOutcome: ""RECAPTURE_REQUIRED"", expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 403, json: ""{\""outcomeCode\"":\""SOURCE_RETENTION_NOT_AUTHORIZED""···, expectedOutcome: ""SOURCE_RETENTION_NOT_AUTHORIZED"", expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 409, json: ""{\""outcomeCode\"":\""RAW_EXPORT_SOURCE_IDEMPOTENCY_B""···, expectedOutcome: ""RAW_EXPORT_SOURCE_IDEMPOTENCY_BUSY"", expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 200, json: ""{\""outcomeCode\"":\""RAW_EXPORT_SOURCE_AVAILABLE\"",\""···, expectedOutcome: ""RAW_EXPORT_SOURCE_AVAILABLE"", expectedSource: ""11111111-1111-4111-8111-111111111111"", expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 409, json: ""{\""outcomeCode\"":\""RAW_EXPORT_SOURCE_CLAIM_EVALUAT""···, expectedOutcome: ""RAW_EXPORT_SOURCE_CLAIM_EVALUATION_IN_PROGRESS"", expectedSource: null, expectedRetry: 2026-09-15T01:03:04.0000000+00:00); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 403, json: ""{\""outcomeCode\"":\""RAW_EXPORT_SOURCE_CLAIM_TOKEN_I""···, expectedOutcome: ""RAW_EXPORT_SOURCE_CLAIM_TOKEN_INVALID"", expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 409, json: ""{\""outcomeCode\"":\""RAW_EXPORT_SOURCE_FINGERPRINT_C""···, expectedOutcome: ""RAW_EXPORT_SOURCE_FINGERPRINT_CONFLICT"", expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 503, json: ""{\""outcomeCode\"":\""RAW_EXPORT_SOURCE_CAPABILITY_UN""···, expectedOutcome: ""RAW_EXPORT_SOURCE_CAPABILITY_UNAVAILABLE"", expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 403, json: ""{\""outcomeCode\"":\""NOT_FOUND_OR_NOT_ALLOWED\""}"", expectedOutcome: ""NOT_FOUND_OR_NOT_ALLOWED"", expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 403, json: ""{\""outcomeCode\"":\""RAW_EXPORT_SOURCE_BINDING_INVAL""···, expectedOutcome: ""RAW_EXPORT_SOURCE_BINDING_INVALID"", expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 202, json: ""{\""outcomeCode\"":\""RAW_EXPORT_SOURCE_RESUME_PENDIN""···, expectedOutcome: ""RAW_EXPORT_SOURCE_RESUME_PENDING"", expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 503, json: ""{\""outcomeCode\"":\""RAW_EXPORT_SOURCE_HISTORIC_COMM""···, expectedOutcome: ""RAW_EXPORT_SOURCE_HISTORIC_COMMITMENT_KEY_UNAVAILA""···, expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 400, json: ""{\""outcomeCode\"":\""RAW_EXPORT_SOURCE_TRANSPORT_PRO""···, expectedOutcome: ""RAW_EXPORT_SOURCE_TRANSPORT_PROTOCOL_INVALID"", expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 503, json: ""{\""outcomeCode\"":\""RAW_EXPORT_SOURCE_CAPACITY_UNAV""···, expectedOutcome: ""RAW_EXPORT_SOURCE_CAPACITY_UNAVAILABLE"", expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 422, json: ""{\""outcomeCode\"":\""CONTENT_COMMITMENT_MISMATCH\""}"", expectedOutcome: ""CONTENT_COMMITMENT_MISMATCH"", expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 422, json: ""{\""outcomeCode\"":\""RAW_EXPORT_SOURCE_PLAINTEXT_RET""···, expectedOutcome: ""RAW_EXPORT_SOURCE_PLAINTEXT_RETENTION_INVALID"", expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 503, json: ""{\""outcomeCode\"":\""RAW_EXPORT_SOURCE_TEMPORARILY_U""···, expectedOutcome: ""RAW_EXPORT_SOURCE_TEMPORARILY_UNAVAILABLE"", expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_AgentRawCrt1MatchesExactServerGrammar; TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 413, json: ""{\""outcomeCode\"":\""RAW_EXPORT_SOURCE_ARTIFACT_SIZE""···, expectedOutcome: ""RAW_EXPORT_SOURCE_ARTIFACT_SIZE_LIMIT_EXCEEDED"", expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 409, json: ""{\""outcomeCode\"":\""RAW_EXPORT_SOURCE_RESERVATION_B""···, expectedOutcome: ""RAW_EXPORT_SOURCE_RESERVATION_BUSY"", expectedSource: null, expectedRetry: null); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RawIngressTests.A3_All21BusinessResultsRoundTripThroughRuntimeClient(status: 200, json: ""{\""outcomeCode\"":\""RAW_EXPORT_SOURCE_ALREADY_AVAIL""···, expectedOutcome: ""RAW_EXPORT_SOURCE_ALREADY_AVAILABLE"", expectedSource: ""11111111-1111-4111-8111-111111111111"", expectedRetry: null)"	"TagEkyc.CaptureAgent.Core.CaptureAgentFlowException : NOT_READY"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0463"	"agent"	"tests/TagEkyc.CaptureAgent.Tests/TestResults/a3-broker-admission-agent-terminal-red.trx"	"21E28017A80BD45AA96B50537A34894AD943804CCDADED12AB5A21544C731427"	"2"	"0"	"2"	"0"	"TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RetainedOwnershipTests.A3_BrokerAdmissionTerminalDenial_RetiresLeaseAndForbidsSameBufferRetry(outcomeCode: ""RAW_EXPORT_SOURCE_PLAINTEXT_RETENTION_INVALID""); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RetainedOwnershipTests.A3_BrokerAdmissionTerminalDenial_RetiresLeaseAndForbidsSameBufferRetry(outcomeCode: ""RAW_EXPORT_SOURCE_BINDING_INVALID"")"	"Assert.All() Failure: 64 out of 64 items in the collection did not pass. [0]: Item: 1 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 1 [1]: Item: 2 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 2 [2]: Item: 3 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 3 [3]: Item: 4 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 4 [4]: Item: 5 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 5 [5]: Item: 6 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 6 [6]: Item: 7 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 7 [7]: Item: 8 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 8 [8]: Item: 9 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 9 [9]: Item: 10 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 10 [10]: Item: 11 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 11 [11]: Item: 12 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 12 [12]: Item: 13 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 13 [13]: Item: 14 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 14 [14]: Item: 15 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 15 [15]: Item: 16 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 16 [16]: Item: 17 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 17 [17]: Item: 18 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 18 [18]: Item: 19 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 19 [19]: Item: 20 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 20 [20]: Item: 21 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 21 [21]: Item: 22 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 22 [22]: Item: 23 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 23 [23]: Item: 24 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 24 [24]: Item: 25 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 25 [25]: Item: 26 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 26 [26]: Item: 27 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 27 [27]: Item: 28 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 28 [28]: Item: 29 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 29 [29]: Item: 30 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 30 [30]: Item: 31 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 31 [31]: Item: 32 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 32 [32]: Item: 33 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 33 [33]: Item: 34 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 34 [34]: Item: 35 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 35 [35]: Item: 36 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 36 [36]: Item: 37 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 37 [37]: Item: 38 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 38 [38]: Item: 39 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 39 [39]: Item: 40 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 40 [40]: Item: 41 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 41 [41]: Item: 42 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 42 [42]: Item: 43 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 43 [43]: Item: 44 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 44 [44]: Item: 45 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 45 [45]: Item: 46 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 46 [46]: Item: 47 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 47 [47]: Item: 48 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 48 [48]: Item: 49 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 49 [49]: Item: 50 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 50 [50]: Item: 51 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 51 [51]: Item: 52 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 52 [52]: Item: 53 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 53 [53]: Item: 54 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 54 [54]: Item: 55 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 55 [55]: Item: 56 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 56 [56]: Item: 57 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 57 [57]: Item: 58 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 58 [58]: Item: 59 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 59 [59]: Item: 60 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 60 [60]: Item: 61 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 61 [61]: Item: 62 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 62 [62]: Item: 63 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 63 [63]: Item: 64 Error: Assert.Equal() Failure: Values differ Expected: 0 Actual: 64"	"EVIDENCE_RED"	"a3_broker_admission_failed_run_census.tsv"	""	"Historical failed run retained with its prior canonical failed-run classification; it is not used by the current package."
"P04FR0464"	"agent"	"tests/TagEkyc.CaptureAgent.Tests/TestResults/a3-p09-agent-same-lease-red.trx"	"AA3C98A47AA0B5C9016789C700619EA0333AC266B4502C37A8255D296E322C1A"	"2"	"1"	"1"	"0"	"TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RetainedOwnershipTests.A3_ExpiredLease_RetiresAndRequiresRecapture(outcomeCode: ""RAW_EXPORT_SOURCE_IDEMPOTENCY_BUSY"")"	"System.ObjectDisposedException : Cannot access a disposed object. Object name: 'RetainedRawBufferLease'."	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0465"	"agent"	"tests/TagEkyc.CaptureAgent.Tests/TestResults/a3-r2r6-agent-expired-lease-current-red.trx"	"1DA0D77AA511878224DECC5602F2157A436467C4CF2AFC5E50E211E6F4BBB679"	"2"	"0"	"2"	"0"	"TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RetainedOwnershipTests.A3_ExpiredLease_RetiresAndRequiresRecapture(outcomeCode: ""RAW_EXPORT_SOURCE_CAPACITY_UNAVAILABLE""); TagEkyc.CaptureAgent.Tests.Tip88C1C6BA3RetainedOwnershipTests.A3_ExpiredLease_RetiresAndRequiresRecapture(outcomeCode: ""RAW_EXPORT_SOURCE_IDEMPOTENCY_BUSY"")"	"Assert.Throws() Failure: No exception was thrown Expected: typeof(TagEkyc.CaptureAgent.Core.CaptureAgentFlowException)"	"EVIDENCE_RED"	"a3_r2r6_remaining_failed_run_census.tsv"	""	"Historical failed run retained with its prior canonical failed-run classification; it is not used by the current package."
